Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 5,Avg,Proj
QB,MB,Kyler Murray,ARI,@GB,Sun  1:00pm ET,11,49.5,9,11,98%,57%,51,2,27.10,20.32,17.48
RB,MB,Aaron Jones,MIN,BYE,,6,,---,,100%,77%,14,2,6.30,16.74,0.00
RB,MB,Bijan Robinson,ATL,@CAR,Sun  4:25pm ET,12,47.5,6,32,100%,99%,143,3,9.70,14.32,13.30
WR,MB,Tutu Atwell,LAR,BYE,,6,,---,,44%,20%,1,2,8.50,8.16,0.00
WR,MB,Marvin Harrison,ARI,@GB,Sun  1:00pm ET,11,49.5,8,26,100%,96%,45,3,5.60,13.18,8.31
TE,MB,Travis Kelce,KC,BYE,,6,,---,,100%,90%,47,2,11.00,6.58,0.00
RB,MB,Cam Akers,HOU,@NE,Sun  1:00pm ET,14,37.5,29,21,62%,30%,1,2,12.70,8.10,8.00
RB,MB,Ray Davis,BUF,@NYJ,Mon  8:15pm ET,12,41,---,8,43%,8%,1,4,0.40,4.28,3.00
QB,MB,Matthew Stafford,LAR,BYE,,6,,---,,51%,13%,21,2,12.40,10.30,0.00
DST,MB,Buccaneers,TB,@NO,Sun  1:00pm ET,11,45.5,11,13,27%,14%,1,2,3.00,5.60,5.70
RB,MB,Isaac Guerendo,SF,@SEA,Thu  8:15pm ET,9,47.5,---,17,9%,1%,3,3,3.20,0.62,1.60
WR,MB,Cooper Kupp,LAR,BYE,,6,,---,,100%,2%,33,2,0.00,14.85,0.00
WR,MB,Josh Palmer,LAC,@DEN,Sun  4:05pm ET,5,35.5,---,2,22%,1%,1,2,0.00,3.67,4.40
WR,MB,Amon-Ra St Brown,DET,@DAL,Sun  4:25pm ET,5,52.5,4,8,100%,21%,93,4,0.00,13.87,12.52
RB,MB,Zamir White,LV,PIT,Sun  4:05pm ET,10,36.5,---,7,66%,5%,16,2,0.00,4.20,3.90
RB,MB,Ty Chandler,MIN,BYE,,6,,---,,50%,4%,4,2,4.90,5.38,0.00
RB,MB,Khalil Herbert,CHI,JAC,Sun  9:30am ET,7,44.5,---,23,17%,2%,2,2,0.00,2.20,3.60
QB,MB,Will Levis,TEN,IND,Sun  1:00pm ET,5,42.5,22,30,14%,1%,9,4,0.00,9.81,14.67
QB,MB,Bryce Young,CAR,ATL,Sun  4:25pm ET,11,47.5,---,24,7%,1%,10,3,3.12,5.24,0.82
QB,NBB,Josh Allen,BUF,@NYJ,Mon  8:15pm ET,12,41,8,3,100%,96%,199,3,17.64,21.56,15.80
RB,NBB,Blake Corum,LAR,BYE,,6,,---,,31%,1%,5,3,6.30,2.22,0.00
RB,NBB,D'Andre Swift,CHI,JAC,Sun  9:30am ET,7,44.5,15,23,100%,85%,39,2,24.00,13.38,8.10
WR,NBB,Mike Evans,TB,@NO,Sun  1:00pm ET,11,45.5,10,13,100%,97%,43,2,23.20,15.12,9.92
WR,NBB,Jayden Reed,GB,ARI,Sun  1:00pm ET,10,49.5,6,17,99%,97%,8,4,12.70,17.48,13.01
TE,NBB,Kyle Pitts,ATL,@CAR,Sun  4:25pm ET,12,47.5,7,29,87%,55%,16,2,12.80,6.66,5.91
WR,NBB,Terry McLaurin,WAS,@BAL,Sun  1:00pm ET,14,52.5,23,31,98%,85%,12,2,13.40,10.90,8.51
WR,NBB,Brian Thomas,JAC,@CHI,Sun  9:30am ET,12,44.5,14,6,95%,77%,10,3,21.20,15.20,7.91
QB,NBB,Trevor Lawrence,JAC,@CHI,Sun  9:30am ET,12,44.5,19,1,70%,32%,65,4,23.24,15.30,13.80
DST,NBB,Bills,BUF,@NYJ,Mon  8:15pm ET,12,41,3,23,82%,56%,4,2,6.00,10.60,10.60
RB,NBB,Nick Chubb,CLE,@PHI,Sun  1:00pm ET,10,43.5,---,20,97%,3%,41,1,0.00,0.00,6.30
RB,NBB,Gus Edwards,LAC,@DEN,Sun  4:05pm ET,5,35.5,44,10,40%,1%,4,2,0.00,3.62,4.50
RB,NBB,Will Shipley,PHI,CLE,Sun  1:00pm ET,5,43.5,---,16,4%,1%,3,3,0.00,0.00,1.70
TE,NBB,Dallas Goedert,PHI,CLE,Sun  1:00pm ET,5,43.5,6,8,92%,13%,4,2,0.00,9.53,7.31
WR,NBB,Chris Godwin,TB,@NO,Sun  1:00pm ET,11,45.5,7,13,99%,93%,3,2,11.60,16.56,8.41
WR,NBB,Jameson Williams,DET,@DAL,Sun  4:25pm ET,5,52.5,22,8,95%,12%,5,2,0.00,13.43,10.42
WR,NBB,Gabe Davis,JAC,@CHI,Sun  9:30am ET,12,44.5,---,6,26%,4%,2,2,2.80,4.22,4.21
TE,NBB,David Njoku,CLE,@PHI,Sun  1:00pm ET,10,43.5,---,4,77%,18%,10,2,2.40,3.90,5.81
WR,NBB,Khalil Shakir,BUF,@NYJ,Mon  8:15pm ET,12,41,---,7,87%,5%,14,4,0.00,11.55,2.70
QB,PCP,Joe Burrow,CIN,@NYG,Sun  8:20pm ET,12,49,3,19,99%,78%,93,2,33.78,21.34,18.98
RB,PCP,Braelon Allen,NYJ,BUF,Mon  8:15pm ET,12,41,36,31,82%,17%,3,3,3.80,9.10,6.60
RB,PCP,Rico Dowdle,DAL,DET,Sun  4:25pm ET,7,52.5,23,4,90%,47%,5,2,25.40,12.44,11.91
WR,PCP,Keon Coleman,BUF,@NYJ,Mon  8:15pm ET,12,41,---,7,62%,15%,10,3,11.90,7.10,5.01
WR,PCP,CeeDee Lamb,DAL,DET,Sun  4:25pm ET,7,52.5,2,28,100%,100%,126,4,8.40,13.26,14.22
TE,PCP,Pat Freiermuth,PIT,@LV,Sun  4:05pm ET,9,36.5,10,17,86%,66%,3,2,8.20,7.56,6.01
RB,PCP,Kyren Williams,LAR,BYE,,6,,---,,100%,84%,96,2,23.50,22.82,0.00
WR,PCP,Garrett Wilson,NYJ,BUF,Mon  8:15pm ET,12,41,17,5,100%,83%,34,4,23.10,11.74,8.11
QB,PCP,Geno Smith,SEA,SF,Thu  8:15pm ET,10,47.5,16,14,85%,47%,3,1,24.56,20.29,16.62
DST,PCP,Ravens,BAL,WAS,Sun  1:00pm ET,14,52.5,12,2,92%,67%,7,4,1.00,5.60,7.70
RB,PCP,Trey Benson,ARI,@GB,Sun  1:00pm ET,11,49.5,---,18,46%,3%,5,3,0.00,3.58,2.90
RB,PCP,Ezekiel Elliott,DAL,DET,Sun  4:25pm ET,7,52.5,48,4,46%,6%,3,2,3.70,5.48,4.60
WR,PCP,AJ Brown,PHI,CLE,Sun  1:00pm ET,5,43.5,3,21,100%,17%,79,3,0.00,22.90,12.02
TE,PCP,TJ Hockenson,MIN,BYE,,6,,---,,71%,1%,7,4,0.00,0.00,0.00
WR,PCP,Rashee Rice,KC,BYE,,6,,---,,89%,1%,6,4,0.00,14.22,0.00
QB,PCP,Daniel Jones,NYG,CIN,Sun  8:20pm ET,11,49,14,29,21%,8%,1,4,25.08,16.46,18.53
TE,PCP,Luke Musgrave,GB,ARI,Sun  1:00pm ET,10,49.5,---,18,12%,2%,3,4,0.00,0.80,3.21
RB,PCP,Dameon Pierce,HOU,@NE,Sun  1:00pm ET,14,37.5,---,21,7%,1%,3,2,0.00,2.60,1.90
RB,PCP,Tyjae Spears,TEN,IND,Sun  1:00pm ET,5,42.5,35,26,59%,3%,7,2,0.00,8.07,7.00
QB,PP,Brock Purdy,SF,@SEA,Thu  8:15pm ET,9,47.5,11,15,99%,78%,68,2,16.06,17.75,16.79
RB,PP,Josh Jacobs,GB,ARI,Sun  1:00pm ET,10,49.5,16,27,100%,95%,50,3,22.40,14.90,12.60
RB,PP,Trey Sermon,IND,@TEN,Sun  1:00pm ET,14,42.5,24,11,71%,47%,10,2,17.30,5.68,6.60
WR,PP,Amari Cooper,CLE,@PHI,Sun  1:00pm ET,10,43.5,34,30,100%,84%,11,3,8.00,8.56,8.21
WR,PP,Courtland Sutton,DEN,LAC,Sun  4:05pm ET,14,35.5,36,3,82%,47%,3,4,5.20,8.28,8.21
TE,PP,Mark Andrews,BAL,WAS,Sun  1:00pm ET,14,52.5,15,6,88%,42%,32,2,8.50,4.00,4.51
WR,PP,Jauan Jennings,SF,@SEA,Thu  8:15pm ET,9,47.5,45,10,86%,45%,7,2,2.30,14.34,6.51
WR,PP,Wan'Dale Robinson,NYG,CIN,Sun  8:20pm ET,11,49,27,18,64%,47%,5,2,13.00,10.16,8.51
QB,PP,Andy Dalton,CAR,ATL,Sun  4:25pm ET,11,47.5,21,24,25%,9%,10,2,3.74,11.30,13.06
DST,PP,Chiefs,KC,BYE,,6,,---,,78%,56%,1,2,9.00,7.80,0.00
QB,PP,Justin Herbert,LAC,@DEN,Sun  4:05pm ET,5,35.5,---,6,57%,3%,72,3,0.00,10.88,12.92
RB,PP,Devin Singletary,NYG,CIN,Sun  8:20pm ET,11,49,---,25,95%,12%,3,2,0.00,13.07,8.20
WR,PP,Davante Adams,LV,PIT,Sun  4:05pm ET,10,36.5,---,14,100%,4%,16,3,0.00,12.30,1.40
WR,PP,Calvin Ridley,TEN,IND,Sun  1:00pm ET,5,42.5,33,24,84%,8%,4,4,0.00,8.78,10.02
WR,PP,Malachi Corley,NYJ,BUF,Mon  8:15pm ET,12,41,---,5,3%,1%,3,3,0.00,0.13,0.60
TE,PP,Isaiah Likely,BAL,WAS,Sun  1:00pm ET,14,52.5,11,6,80%,42%,7,3,15.30,9.20,6.92
RB,PP,David Montgomery,DET,@DAL,Sun  4:25pm ET,5,52.5,12,28,100%,17%,42,2,0.00,20.12,11.40
QB,PP,Kirk Cousins,ATL,@CAR,Sun  4:25pm ET,12,47.5,10,26,64%,23%,11,2,34.36,15.38,18.03
RB,PP,MarShawn Lloyd,GB,ARI,Sun  1:00pm ET,10,49.5,---,27,22%,1%,5,3,0.00,1.80,0.00
QB,PP,JJ McCarthy,MIN,BYE,,6,,---,,6%,1%,35,3,0.00,0.00,0.00
RB,PP,Christian McCaffrey,SF,@SEA,Thu  8:15pm ET,9,47.5,---,17,100%,3%,102,3,0.00,0.00,0.00
QB,RR,Baker Mayfield,TB,@NO,Sun  1:00pm ET,11,45.5,7,5,94%,50%,9,3,25.40,23.45,15.50
RB,RR,Najee Harris,PIT,@LV,Sun  4:05pm ET,9,36.5,20,24,100%,82%,20,2,13.70,11.38,9.60
RB,RR,Kareem Hunt,KC,BYE,,6,,---,,89%,40%,3,2,23.70,17.60,0.00
WR,RR,Justin Jefferson,MIN,BYE,,6,,---,,100%,84%,111,2,13.20,17.40,0.00
WR,RR,Diontae Johnson,CAR,ATL,Sun  4:25pm ET,11,47.5,11,19,97%,83%,4,3,4.90,10.76,9.12
TE,RR,Cole Kmet,CHI,JAC,Sun  9:30am ET,7,44.5,14,16,79%,48%,1,2,7.70,7.98,5.01
WR,RR,Jordan Addison,MIN,BYE,,6,,---,,87%,41%,5,4,4.60,11.33,0.00
WR,RR,George Pickens,PIT,@LV,Sun  4:05pm ET,9,36.5,25,16,99%,78%,23,3,3.60,8.40,6.91
QB,RR,CJ Stroud,HOU,@NE,Sun  1:00pm ET,14,37.5,12,10,99%,79%,133,2,17.94,17.26,15.74
DST,RR,Browns,CLE,@PHI,Sun  1:00pm ET,10,43.5,13,25,75%,54%,1,2,6.00,7.00,8.20
QB,RR,Tua Tagovailoa,MIA,BYE,,6,,---,,48%,1%,50,2,0.00,13.56,0.00
RB,RR,Joe Mixon,HOU,@NE,Sun  1:00pm ET,14,37.5,---,21,100%,9%,50,2,0.00,20.40,6.10
RB,RR,Rachaad White,TB,@NO,Sun  1:00pm ET,11,45.5,27,12,98%,61%,52,2,9.20,8.80,8.00
WR,RR,Luke McCaffrey,WAS,@BAL,Sun  1:00pm ET,14,52.5,---,31,10%,2%,1,2,2.90,2.96,3.80
WR,RR,Jalen McMillan,TB,@NO,Sun  1:00pm ET,11,45.5,---,13,7%,1%,3,3,0.00,4.97,3.80
WR,RR,Mike Williams,NYJ,BUF,Mon  8:15pm ET,12,41,---,5,28%,4%,1,2,3.50,4.30,3.60
"QB,TE",RR,Taysom Hill,NO,TB,Sun  1:00pm ET,12,45.5,---,11,39%,4%,1,2,0.00,9.63,7.19
QB,RR,Michael Penix,ATL,@CAR,Sun  4:25pm ET,12,47.5,---,26,8%,1%,5,3,0.00,0.00,0.68
RB,RR,Jonathon Brooks,CAR,ATL,Sun  4:25pm ET,11,47.5,---,6,83%,1%,20,3,0.00,0.00,0.00
QB,SBS,Jayden Daniels,WAS,@BAL,Sun  1:00pm ET,14,52.5,2,28,98%,86%,40,3,23.72,27.08,20.54
RB,SBS,Antonio Gibson,NE,HOU,Sun  1:00pm ET,14,37.5,26,9,69%,30%,1,2,7.60,8.26,6.50
RB,SBS,Chuba Hubbard,CAR,ATL,Sun  4:25pm ET,11,47.5,10,6,98%,92%,2,2,16.70,17.74,13.21
WR,SBS,Stefon Diggs,HOU,@NE,Sun  1:00pm ET,14,37.5,15,15,100%,92%,39,2,13.20,14.24,8.71
WR,SBS,Christian Kirk,JAC,@CHI,Sun  9:30am ET,12,44.5,32,6,96%,76%,5,4,10.80,8.76,7.21
TE,SBS,Zach Ertz,WAS,@BAL,Sun  1:00pm ET,14,52.5,18,27,75%,48%,1,2,1.00,5.00,4.61
RB,SBS,Jerome Ford,CLE,@PHI,Sun  1:00pm ET,10,43.5,30,20,94%,53%,6,3,7.90,11.54,7.30
WR,SBS,Deebo Samuel,SF,@SEA,Thu  8:15pm ET,9,47.5,16,10,100%,96%,51,3,3.00,11.47,10.21
QB,SBS,Lamar Jackson,BAL,WAS,Sun  1:00pm ET,14,52.5,1,20,100%,98%,201,4,34.42,28.31,23.04
DST,SBS,Cowboys,DAL,DET,Sun  4:25pm ET,7,52.5,20,6,64%,40%,3,2,6.00,5.60,5.80
RB,SBS,Jonathan Taylor,IND,@TEN,Sun  1:00pm ET,14,42.5,---,11,100%,14%,101,2,0.00,22.65,7.00
WR,SBS,Troy Franklin,DEN,LAC,Sun  4:05pm ET,14,35.5,---,3,4%,1%,3,3,3.00,1.02,0.50
WR,SBS,Alec Pierce,IND,@TEN,Sun  1:00pm ET,14,42.5,46,1,29%,7%,3,2,22.40,12.96,6.61
RB,SBS,Austin Ekeler,WAS,@BAL,Sun  1:00pm ET,14,52.5,31,3,88%,26%,16,1,12.70,12.03,7.70
WR,SBS,Andrei Iosivas,CIN,@NYG,Sun  8:20pm ET,12,49,---,12,21%,7%,1,2,4.90,8.66,6.62
WR,SBS,Christian Watson,GB,ARI,Sun  1:00pm ET,10,49.5,---,17,53%,2%,17,4,0.00,4.25,3.91
WR,SBS,Rashod Bateman,BAL,WAS,Sun  1:00pm ET,14,52.5,---,27,8%,2%,1,3,14.80,8.44,5.31
QB,SBS,Russell Wilson,PIT,@LV,Sun  4:05pm ET,9,36.5,---,17,9%,1%,1,2,0.00,0.00,0.86
RB,SBS,Jaylen Wright,MIA,BYE,,6,,---,,29%,2%,5,3,12.60,4.97,0.00
