Season,Player,NFL,Pos,xFP,ActualPts,xTD,TD,Looks,Diff,In5,EZ
2023,Pierre Strong,CLE,RB,40,36,1.5,1,56,0.5,2,0
2023,Ameer Abdullah,LV,RB,40,39,,,,,,
2023,Keaton Mitchell,BAL,RB,40,70,,,,,,
2023,Kyle Juszczyk,SF,RB,39,39,2,2,22,0,1,0
2023,Chase Brown,CIN,RB,37,47,,,,,,
2023,Chris Rodriguez,WAS,RB,37,38,2,2,53,0,3,0
2023,Tank Bigsby,JAC,RB,36,21,1.8,2,51,0.2,2,0
2023,Craig Reynolds,DET,RB,34,30,1.4,1,47,0.4,2,0
2023,Darrynton Evans,CHI,RB,33,28,1.2,1,44,0.2,0,1
2023,Darrynton Evans,MIA,RB,1,2,1.2,1,44,0.2,0,1
2023,Tony Jones,ARI,RB,8,7,1.5,2,36,0.5,2,0
2023,Tony Jones,NO,RB,25,25,1.5,2,36,0.5,2,0
2023,Andrew Beck,HOU,RB,31,30,2.4,2,16,0.4,3,1
2023,Isaiah Spiller,LAC,RB,29,19,,,,,,
2023,Kendre Miller,NO,RB,27,28,,,,,,
2023,Alec Ingold,MIA,RB,25,25,,,,,,
2023,Trey Sermon,IND,RB,25,20,,,,,,
2023,Ty Johnson,BUF,RB,24,30,,,,,,
2023,Israel Abanikanda,NYJ,RB,24,16,,,,,,
2023,Deuce Vaughn,DAL,RB,23,15,,,,,,
2023,Jordan Mason,SF,RB,23,39,,,,,,
2023,Nick Chubb,CLE,RB,22,23,,,,,,
2023,Trayveon Williams,CIN,RB,22,15,,,,,,
2023,Damien Harris,BUF,RB,21,19,1.5,1,25,0.5,2,0
2023,DeeJay Dallas,SEA,RB,21,8,,,,,,
2023,Ke'Shawn Vaughn,TB,RB,19,6,,,,,,
2023,Deon Jackson,CLE,RB,0,0,,,,,,
2023,Deon Jackson,IND,RB,19,4,,,,,,
2023,Deon Jackson,NYG,RB,0,0,,,,,,
2023,Boston Scott,PHI,RB,19,15,,,,,,
2023,Tyler Goodson,IND,RB,18,18,,,,,,
2023,Ronnie Rivers,LAR,RB,17,15,,,,,,
2023,Raheem Blackshear,CAR,RB,17,17,,,,,,
2023,Mike Boone,HOU,RB,16,13,,,,,,
2023,Eric Gray,NYG,RB,16,9,,,,,,
2023,Keaontay Ingram,ARI,RB,15,14,,,,,,
2023,Melvin Gordon,BAL,RB,15,20,,,,,,
2023,Emanuel Wilson,GB,RB,14,15,,,,,,
2023,Dare Ogunbowale,HOU,RB,14,10,,,,,,
2023,CJ Ham,MIN,RB,13,10,,,,,,
2023,Gary Brightwell,NYG,RB,13,12,,,,,,
2023,JK Dobbins,BAL,RB,12,12,,,,,,
2023,Patrick Ricard,BAL,RB,12,16,,,,,,
2023,Khari Blasingame,CHI,RB,12,6,,,,,,
2023,Hunter Luepke,DAL,RB,12,13,,,,,,
2023,Sean Tucker,TB,RB,10,5,,,,,,
2023,Nick Bawden,NYJ,RB,9,12,,,,,,
2023,Kevin Harris,NE,RB,9,20,,,,,,
2023,Michael Burton,DEN,RB,9,7,,,,,,
2023,Chris Brooks,MIA,RB,8,11,,,,,,
2023,Damien Williams,ARI,RB,6,8,,,,,,
2023,Kenyan Drake,BAL,RB,5,3,,,,,,
2023,Kenyan Drake,GB,RB,0,0,,,,,,
2023,Jashaun Corbin,NYG,RB,5,4,,,,,,
2023,Elijah Dotson,LAC,RB,5,4,,,,,,
2023,Keith Smith,ATL,RB,5,6,,,,,,
2023,JaMycal Hasty,JAC,RB,5,0,,,,,,
2023,JaMycal Hasty,NE,RB,0,0,,,,,,
2023,Adam Prentice,NO,RB,5,2,,,,,,
2023,CeeDee Lamb,DAL,WR,320,368,11.4,12,181,0.6,1,19
2023,Tyreek Hill,MIA,WR,289,355,8.3,12,164,3.7,0,11
2023,Davante Adams,LV,WR,289,250,7.9,7,169,0.9,0,7
2023,Puka Nacua,LAR,WR,273,284,6.6,5,166,1.6,0,10
2023,AJ Brown,PHI,WR,269,290,7.5,7,158,0.5,0,13
2023,Garrett Wilson,NYJ,WR,265,208,6.1,3,166,3.1,0,7
2023,Amon-Ra St Brown,DET,WR,262,304,6.5,9,159,2.5,0,6
2023,Stefon Diggs,BUF,WR,259,258,5.9,8,153,2.1,0,9
2023,Keenan Allen,LAC,WR,254,279,6,7,153,1,0,7
2023,Calvin Ridley,JAC,WR,253,207,11,7,136,4,0,23
2023,Chris Olave,NO,WR,238,217,6.1,4,137,2.1,0,10
2023,Mike Evans,TB,WR,237,277,8.9,13,125,4.1,0,19
2023,Ja'Marr Chase,CIN,WR,235,257,6.1,7,141,0.9,0,10
2023,DeAndre Hopkins,TEN,WR,234,206,7.3,6,130,1.3,0,13
2023,DJ Moore,CHI,WR,234,276,6.8,9,135,2.2,0,15
2023,Michael Pittman,IND,WR,233,243,4.6,4,148,0.6,0,5
2023,Amari Cooper,CLE,WR,221,227,5.4,5,129,0.4,0,7
2023,Chris Godwin,TB,WR,220,198,6.6,3,130,3.6,0,11
2023,DK Metcalf,SEA,WR,220,223,9.2,8,114,1.2,0,16
2023,Adam Thielen,CAR,WR,220,228,4.7,4,134,0.7,0,5
2023,Terry McLaurin,WAS,WR,213,198,5.4,4,123,1.4,0,9
2023,Tyler Lockett,SEA,WR,203,185,5.9,4,118,1.9,0,11
2023,DeVonta Smith,PHI,WR,200,228,5.1,7,114,1.9,0,9
2023,Deebo Samuel,SF,WR,190,239,6,12,123,6,2,4
2023,Jaylen Waddle,MIA,WR,188,199,4.2,4,109,0.2,0,6
2023,Zay Flowers,BAL,WR,188,206,4.5,6,116,1.5,0,5
2023,Jordan Addison,MIN,WR,187,206,6.8,9,101,2.2,0,10
2023,Jakobi Meyers,LV,WR,183,197,5.6,8,105,2.4,0,7
2023,Elijah Moore,CLE,WR,183,132,4.5,2,112,2.5,0,7
2023,Nico Collins,HOU,WR,183,226,5.7,7,100,1.3,0,10
2023,Romeo Doubs,GB,WR,181,174,7.1,8,96,0.9,0,15
2023,Rashee Rice,KC,WR,180,213,5.2,7,104,1.8,0,6
2023,Brandon Aiyuk,SF,WR,174,244,4.1,7,100,2.9,0,7
2023,George Pickens,PIT,WR,173,209,3.4,5,107,1.6,0,5
2023,Jayden Reed,GB,WR,171,202,5.2,10,101,4.8,0,8
2023,Cooper Kupp,LAR,WR,170,164,5.7,5,98,0.7,0,8
2023,Courtland Sutton,DEN,WR,168,189,7,10,88,3,0,14
2023,Marquise Brown,ARI,WR,166,135,3.9,4,103,0.1,0,5
2023,Drake London,ATL,WR,165,166,3.7,2,99,1.7,0,5
2023,Curtis Samuel,WAS,WR,162,152,5.8,5,94,0.8,1,7
2023,Justin Jefferson,MIN,WR,160,166,5.2,4,86,1.2,0,9
2023,Tyler Boyd,CIN,WR,155,143,3.4,2,98,1.4,0,4
2023,Gabe Davis,BUF,WR,150,161,5.9,7,79,1.1,0,11
2023,Brandin Cooks,DAL,WR,149,157,6,7,77,1,0,12
2023,Jaxon Smith-Njigba,SEA,WR,149,145,3.5,4,88,0.5,0,5
2023,Jerry Jeudy,DEN,WR,148,125,4.1,1,80,3.1,0,6
2023,Josh Downs,IND,WR,148,149,2.8,2,95,0.8,0,3
2023,Diontae Johnson,PIT,WR,142,134,4.3,4,81,0.3,0,7
2023,Tee Higgins,CIN,WR,142,138,4.9,5,77,0.1,0,8
2023,Tank Dell,HOU,WR,140,165,3.7,7,86,3.3,0,5
2023,Rashid Shaheed,NO,WR,138,140,3.8,4,78,0.2,0,5
2023,Jahan Dotson,WAS,WR,134,121,4.1,4,78,0.1,0,8
2023,Christian Kirk,JAC,WR,133,150,2.5,3,84,0.5,0,3
2023,KJ Osborn,MIN,WR,131,117,3.9,3,71,0.9,0,6
2023,Robert Woods,HOU,WR,130,89,3.1,1,78,2.1,0,6
2023,Jonathan Mingo,CAR,WR,130,85,1.8,0,84,1.8,0,2
2023,Odell Beckham,BAL,WR,125,108,5.2,3,64,2.2,0,10
2023,Demario Douglas,NE,WR,125,104,2.1,0,79,2.1,0,3
2023,Christian Watson,GB,WR,124,101,6.4,5,57,1.4,0,14
2023,Tutu Atwell,LAR,WR,117,108,3.3,3,69,0.3,0,5
2023,DJ Chark,CAR,WR,116,111,3.4,5,63,1.6,0,4
2023,Quentin Johnston,LAC,WR,113,90,3.6,2,63,1.6,0,7
2023,Alec Pierce,IND,WR,113,95,3.1,2,64,1.1,0,3
2023,Darius Slayton,NYG,WR,113,134,1.6,3,72,1.4,0,1
2023,Rondale Moore,ARI,WR,111,97,2,2,85,0,0,2
2023,Michael Thomas,NO,WR,111,90,3.5,1,63,2.5,0,8
2023,Wan'Dale Robinson,NYG,WR,108,120,1.1,2,79,0.9,0,1
2023,Trey Palmer,TB,WR,107,93,2.6,3,65,0.4,0,4
2023,Justin Watson,KC,WR,102,89,3.3,3,53,0.3,0,6
2023,Darnell Mooney,CHI,WR,102,79,3,1,60,2,0,6
2023,Zay Jones,JAC,WR,101,67,3.4,2,55,1.4,0,7
2023,Josh Reynolds,DET,WR,100,119,3.4,5,54,1.6,0,6
2023,Noah Brown,HOU,WR,98,102,2.8,2,55,0.8,0,5
2023,Kendrick Bourne,NE,WR,97,100,2.4,4,58,1.6,0,2
2023,Rashod Bateman,BAL,WR,93,77,2.2,1,55,1.2,0,3
2023,Michael Gallup,DAL,WR,92,88,2.3,2,54,0.3,0,4
2023,Josh Palmer,LAC,WR,89,96,2.7,2,51,0.7,0,4
2023,Michael Wilson,ARI,WR,89,99,2.8,3,50,0.2,0,5
2023,Dontayvion Wicks,GB,WR,85,96,1.8,2,52,0.2,0,1
2023,Nick Westbrook-Ikhine,TEN,WR,83,85,2.8,3,45,0.2,0,5
2023,DeVante Parker,NE,WR,82,71,1.2,0,51,1.2,0,0
2023,Marquez Valdes-Scantling,KC,WR,81,57,2.2,1,44,1.2,0,4
2023,Allen Lazard,NYJ,WR,77,60,1.1,1,49,0.1,0,1
2023,Allen Robinson,PIT,WR,76,62,1.6,0,48,1.6,0,2
2023,Jameson Williams,DET,WR,76,80,1.7,3,44,1.3,0,1
2023,Demarcus Robinson,LAR,WR,75,87,3.1,4,39,0.9,0,7
2023,Kalif Raymond,DET,WR,74,90,1.1,1,50,0.1,0,0
2023,Brandon Powell,MIN,WR,73,66,2.1,1,47,1.1,0,3
2023,Nelson Agholor,BAL,WR,72,88,2.2,4,40,1.8,0,5
2023,JuJu Smith-Schuster,NE,WR,72,61,1.1,1,47,0.1,0,1
2023,Van Jefferson,ATL,WR,42,19,1.6,0,41,1.6,0,2
2023,Van Jefferson,LAR,WR,28,19,1.6,0,41,1.6,0,2
2023,Kadarius Toney,KC,WR,69,53,1.7,1,48,0.7,0,0
2023,Jalin Hyatt,NYG,WR,69,59,1.4,0,39,1.4,0,1
2023,Skyy Moore,KC,WR,67,54,2.1,1,41,1.1,0,3
2023,Cedric Tillman,CLE,WR,67,37,2,0,38,2,0,4
2023,Tre Tucker,LV,WR,65,58,2,2,39,0,0,4
2023,Khalil Shakir,BUF,WR,65,97,1,2,41,1,0,0
2023,Cedrick Wilson,MIA,WR,65,66,2.5,3,34,0.5,0,5
2023,Marvin Mims,DEN,WR,64,68,1.7,1,40,0.7,0,1
2023,Xavier Gipson,NYJ,WR,62,57,1.8,1,41,0.8,0,0
2023,Jalen Tolbert,DAL,WR,61,50,1.9,1,34,0.9,0,4
2023,Tyler Scott,CHI,WR,59,34,1.8,0,37,1.8,0,3
2023,Greg Dortch,ARI,WR,57,61,0.9,2,38,1.1,0,2
2023,Treylon Burks,TEN,WR,56,40,1,0,34,1,0,0
2023,Hunter Renfrow,LV,WR,55,49,,,,,,
2023,Calvin Austin,PIT,WR,55,52,,,,,,
2023,Trenton Irwin,CIN,WR,55,57,1.5,1,30,0.5,0,1
2023,Chris Moore,TEN,WR,54,62,,,,,,
2023,Braxton Berrios,MIA,WR,53,55,1.2,1,33,0.2,0,2
2023,Isaiah Hodgins,NYG,WR,53,53,1.7,3,30,1.3,0,4
2023,John Metchie,HOU,WR,53,31,1.8,0,29,1.8,0,3
2023,Mack Hollins,ATL,WR,50,43,1.1,0,30,1.1,0,1
2023,Dyami Brown,WAS,WR,50,35,2.1,1,24,1.1,0,4
2023,Deven Thompkins,TB,WR,49,34,1.7,1,31,0.7,0,3
2023,Jauan Jennings,SF,WR,49,52,,,,,,
2023,Terrace Marshall,CAR,WR,48,31,,,,,,
2023,KaVontae Turpin,DAL,WR,46,59,2.1,4,28,1.9,0,3
2023,Mike Williams,LAC,WR,46,50,1.1,1,27,0.1,0,2
2023,Brandon Johnson,DEN,WR,45,61,1.8,4,25,2.2,0,3
2023,Jake Bobo,SEA,WR,44,55,1.8,3,25,1.2,1,2
2023,Parris Campbell,NYG,WR,43,30,,,,,,
2023,Jalen Guyton,LAC,WR,40,25,1.4,1,22,0.4,0,2
2023,Alex Erickson,LAC,WR,39,40,,,,,,
2023,Malik Heath,GB,WR,39,30,1.6,1,20,0.6,0,4
2023,Sterling Shepard,NYG,WR,38,15,2,1,18,1,0,4
2023,Tyquan Thornton,NE,WR,38,27,,,,,,
2023,Samori Toure,GB,WR,37,16,1.2,0,18,1.2,0,3
2023,Deonte Harty,BUF,WR,37,32,,,,,,
2023,KhaDarel Hodge,ATL,WR,37,37,,,,,,
2023,Xavier Hutchinson,HOU,WR,36,20,1.4,0,21,1.4,1,1
2023,Jamal Agnew,JAC,WR,35,40,,,,,,
2023,Derius Davis,LAC,WR,35,31,,,,,,
2023,Byron Pringle,WAS,WR,34,28,,,,,,
2023,Parker Washington,JAC,WR,34,37,1,2,20,1,0,2
2023,Chase Claypool,CHI,WR,24,15,1.1,1,18,0.1,0,3
2023,Chase Claypool,MIA,WR,9,5,1.1,1,18,0.1,0,3
2023,Lil'Jordan Humphrey,DEN,WR,33,47,1.2,3,18,1.8,0,2
2023,Donovan Peoples-Jones,CLE,WR,26,18,,,,,,
2023,Donovan Peoples-Jones,DET,WR,6,6,,,,,,
2023,Andrei Iosivas,CIN,WR,32,30,1.1,2,18,0.9,0,2
2023,Jamison Crowder,WAS,WR,31,34,,,,,,
2023,Kyle Philips,TEN,WR,31,28,,,,,,
2023,Marquise Goodwin,CLE,WR,30,14,,,,,,
2023,Trent Sherfield,BUF,WR,30,14,,,,,,
2023,Bo Melton,GB,WR,29,33,,,,,,
2023,Scotty Miller,ATL,WR,29,31,1.1,2,15,0.9,0,2
2023,AT Perry,NO,WR,29,40,0.9,2,15,1.1,0,2
2023,Jalen Reagor,NE,WR,29,23,,,,,,
2023,Olamide Zaccheaus,PHI,WR,28,34,1.3,2,15,0.7,0,3
2023,Randall Cobb,NYJ,WR,27,16,,,,,,
2023,River Cracraft,MIA,WR,27,24,1.6,1,11,0.6,0,3
2023,Lynn Bowden,NO,WR,26,21,,,,,,
2023,Laviska Shenault,CAR,WR,26,22,,,,,,
2023,Julio Jones,PHI,WR,26,33,1,3,14,2,0,2
2023,Tim Jones,JAC,WR,26,18,,,,,,
2023,Zach Pascal,ARI,WR,26,6,,,,,,
2023,Isaiah McKenzie,IND,WR,23,17,,,,,,
2023,David Bell,CLE,WR,23,26,,,,,,
2023,Richie James,KC,WR,21,16,,,,,,
2023,Keith Kirkwood,NO,WR,20,15,1.1,1,9,0.1,0,3
2023,Devin Duvernay,BAL,WR,20,7,,,,,,
2023,Mecole Hardman,KC,WR,17,10,,,,,,
2023,Mecole Hardman,NYJ,WR,3,2,,,,,,
2023,Ray-Ray McCloud,SF,WR,19,23,,,,,,
2023,Ihmir Smith-Marsette,CAR,WR,19,31,,,,,,
2023,Velus Jones,CHI,WR,18,11,,,,,,
2023,Ben Skowronek,LAR,WR,18,17,,,,,,
2023,Quez Watkins,PHI,WR,18,12,,,,,,
2023,Ronnie Bell,SF,WR,17,23,,,,,,
2023,Ty Montgomery,NE,WR,16,10,,,,,,
2023,Marvin Jones,DET,WR,14,7,,,,,,
2023,DJ Montgomery,IND,WR,14,15,,,,,,
2023,Rakim Jarrett,TB,WR,14,10,,,,,,
2023,Kayshon Boutte,NE,WR,14,4,,,,,,
2023,Keelan Doss,LAC,WR,13,8,,,,,,
2023,Jason Brownlee,NYJ,WR,13,17,,,,,,
2023,Justyn Ross,KC,WR,11,8,,,,,,
2023,DeAndre Carter,LV,WR,11,8,,,,,,
2023,Jalen Nailor,MIN,WR,10,6,,,,,,
2023,Charlie Jones,CIN,WR,10,12,,,,,,
2023,Austin Trammell,LAR,WR,9,5,,,,,,
2023,Erik Ezukanma,MIA,WR,8,2,,,,,,
2023,TJ Hockenson,MIN,TE,217,219,5.1,5,127,0.1,0,5
2023,Travis Kelce,KC,TE,214,219,6.2,5,121,1.2,0,7
2023,David Njoku,CLE,TE,212,201,6.4,6,122,0.4,0,10
2023,Evan Engram,JAC,TE,201,206,3.3,3,130,0.3,0,4
2023,Sam LaPorta,DET,TE,200,225,5.7,9,115,3.3,0,6
2023,Jake Ferguson,DAL,TE,175,164,6.7,5,97,1.7,0,10
2023,Trey McBride,ARI,TE,166,169,3.3,2,102,1.3,0,4
2023,George Kittle,SF,TE,157,203,3.6,6,91,2.4,0,5
2023,Cole Kmet,CHI,TE,151,174,5.2,6,89,0.8,0,6
2023,Taysom Hill,NO,TE,150,132,10.8,6,111,4.8,7,2
2023,Kyle Pitts,ATL,TE,148,133,2.7,3,88,0.3,0,4
2023,Dalton Schultz,HOU,TE,144,141,4.6,5,79,0.4,0,8
2023,Dalton Kincaid,BUF,TE,140,135,3.1,2,85,1.1,0,3
2023,Tyler Conklin,NYJ,TE,135,120,2.3,0,85,2.3,0,2
2023,Logan Thomas,WAS,TE,132,125,4.2,4,78,0.2,0,8
2023,Chigoziem Okonkwo,TEN,TE,128,108,2.7,1,78,1.7,0,3
2023,Dallas Goedert,PHI,TE,124,135,2.2,3,81,0.8,0,3
2023,Cade Otton,TB,TE,123,112,4.4,4,66,0.4,0,6
2023,Gerald Everett,LAC,TE,122,110,3.9,3,72,0.9,0,3
2023,Mark Andrews,BAL,TE,119,135,4.5,6,63,1.5,0,6
2023,Jonnu Smith,ATL,TE,118,112,3.4,2,68,1.4,1,2
2023,Hunter Henry,NE,TE,110,120,3.3,6,61,2.7,0,6
2023,Darren Waller,NYG,TE,107,104,1.5,1,68,0.5,0,2
2023,Tyler Higbee,LAR,TE,107,109,1.6,2,70,0.4,0,1
2023,Juwan Johnson,NO,TE,98,91,2.9,4,55,1.1,0,3
2023,Kylen Granson,IND,TE,85,70,2.3,1,51,1.3,0,0
2023,Donald Parham,LAC,TE,79,66,4.3,4,35,0.3,0,7
2023,Pat Freiermuth,PIT,TE,79,73,2.3,2,45,0.3,0,5
2023,Adam Trautman,DEN,TE,76,57,4.4,3,34,1.4,0,6
2023,Luke Musgrave,GB,TE,75,73,1.4,1,45,0.4,0,1
2023,Zach Ertz,ARI,TE,70,52,1.9,1,40,0.9,0,1
2023,Mike Gesicki,NE,TE,70,64,2,2,40,0,0,4
2023,Tanner Hudson,CIN,TE,70,77,,,,,,
2023,Noah Gray,KC,TE,68,71,1.8,2,40,0.2,0,2
2023,Dawson Knox,BUF,TE,67,44,2.8,1,34,1.8,0,5
2023,Isaiah Likely,BAL,TE,65,90,1.5,4,39,2.5,0,1
2023,Noah Fant,SEA,TE,65,73,,,,,,
2023,Durham Smythe,MIA,TE,63,66,1.1,0,40,1.1,0,2
2023,Michael Mayer,LV,TE,62,71,1.4,2,40,0.6,0,1
2023,Colby Parkinson,SEA,TE,58,58,3,2,29,1,0,3
2023,Tucker Kraft,GB,TE,57,72,1.1,2,37,0.9,0,0
2023,Connor Heyward,PIT,TE,53,37,1.1,0,33,1.1,0,1
2023,Hayden Hurst,CAR,TE,53,42,1.4,1,32,0.4,0,2
2023,Tommy Tremble,CAR,TE,50,57,1.4,3,31,1.6,0,2
2023,John Bates,WAS,TE,48,34,1.4,0,28,1.4,0,3
2023,Irv Smith,CIN,TE,47,34,1.5,1,27,0.5,0,2
2023,Josh Oliver,MIN,TE,46,48,1.8,2,25,0.2,0,2
2023,Daniel Bellinger,NYG,TE,39,51,,,,,,
2023,Foster Moreau,NO,TE,39,45,0.9,1,24,0.1,0,1
2023,Stephen Sullivan,CAR,TE,38,25,,,,,,
2023,Drew Sample,CIN,TE,38,48,,,,,,
2023,Austin Hooper,LV,TE,38,41,,,,,,
2023,Harrison Bryant,CLE,TE,37,38,1.6,3,24,1.4,0,3
2023,Andrew Ogletree,IND,TE,37,36,1.4,2,21,0.6,0,2
2023,Mo Alie-Cox,IND,TE,35,43,1.3,3,18,1.7,0,2
2023,Josh Whyle,TEN,TE,34,24,1.6,1,15,0.6,0,2
2023,Will Mallory,IND,TE,33,39,,,,,,
2023,Stone Smartt,LAC,TE,32,29,1.1,1,18,0.1,0,2
2023,Cole Turner,WAS,TE,32,23,1.5,0,15,1.5,0,2
2023,Luke Schoonmaker,DAL,TE,32,27,1.8,2,15,0.2,0,3
2023,Brevin Jordan,HOU,TE,32,51,,,,,,
2023,Jeremy Ruckert,NYJ,TE,31,31,,,,,,
2023,Johnny Mundt,MIN,TE,29,29,0.9,1,17,0.1,0,1
2023,Will Dissly,SEA,TE,27,27,,,,,,
2023,Lucas Krull,DEN,TE,25,24,1.1,1,13,0.1,0,2
2023,Luke Farrell,JAC,TE,25,29,,,,,,
2023,Elijah Higgins,ARI,TE,25,31,,,,,,
2023,CJ Uzomah,NYJ,TE,24,20,1.2,1,12,0.2,0,2
2023,Robert Tonyan,CHI,TE,24,22,,,,,,
2023,Jimmy Graham,NO,TE,23,34,2.1,4,7,1.9,0,4
2023,MyCole Pruitt,ATL,TE,23,23,1.4,1,11,0.4,0,3
2023,Jordan Akins,CLE,TE,21,23,,,,,,
2023,Brock Wright,DET,TE,21,28,,,,,,
2023,Pharaoh Brown,NE,TE,19,37,,,,,,
2023,Brenton Strange,JAC,TE,18,15,,,,,,
2023,Mitchell Wilcox,CIN,TE,18,15,,,,,,
2023,Geoff Swaim,ARI,TE,17,19,,,,,,
2023,Darnell Washington,PIT,TE,17,13,,,,,,
2023,Peyton Hendershot,DAL,TE,17,4,1.4,0,7,1.4,1,0
2023,Ian Thomas,CAR,TE,14,9,,,,,,
2023,Payne Durham,TB,TE,13,11,,,,,,
2023,Blake Bell,KC,TE,13,10,,,,,,
2023,Julian Hill,MIA,TE,13,8,,,,,,
2023,Davis Allen,LAR,TE,12,19,,,,,,
2023,Ben Sims,GB,TE,12,12,,,,,,
2023,Josiah Deguara,GB,TE,12,15,,,,,,
2023,Charlie Kolar,BAL,TE,11,16,,,,,,
2023,Ko Kieft,TB,TE,11,7,,,,,,
2023,Marcedes Lewis,CHI,TE,11,13,,,,,,
2023,Jack Stoll,PHI,TE,11,7,,,,,,
2023,Lawrence Cager,NYG,TE,10,14,,,,,,
2023,Quintin Morris,BUF,TE,10,11,0.9,1,3,0.1,0,1
2023,Chris Manhertz,DEN,TE,7,4,,,,,,
2023,Nate Adkins,DEN,TE,7,6,,,,,,
2023,Kenny Yeboah,NYJ,TE,6,5,,,,,,
2023,Greg Dulcich,DEN,TE,6,6,,,,,,
2023,Brycen Hopkins,LAR,TE,6,6,,,,,,
2023,Teagan Quitoriano,HOU,TE,4,5,,,,,,
2023,Trevon Wesco,TEN,TE,4,3,,,,,,
2023,Sean McKeon,DAL,TE,4,0,,,,,,
2023,Ross Dwelley,SF,TE,3,2,,,,,,
2023,Charlie Woerner,SF,TE,3,3,,,,,,
2023,Grant Calcaterra,PHI,TE,3,4,,,,,,
2023,Eric Saubert,DAL,TE,0,0,,,,,,
2023,Eric Saubert,HOU,TE,3,3,,,,,,
2023,Rodney Williams,PIT,TE,3,0,,,,,,
2023,David Wells,TB,TE,3,1,,,,,,
2023,Kevin Rader,TEN,TE,2,2,,,,,,
2023,Tucker Fisk,ATL,TE,1,2,,,,,,
2023,Albert Okwuegbunam,PHI,TE,1,0,,,,,,
2023,Nick Vannett,LAC,TE,1,0,,,,,,