League,Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,2023,3yr Avg,Proj
KERFUFFLE,RB,ABT,Jahmyr Gibbs,DET,TBA,,-,,5,---,100%,78%,45,2,252.7,250.2,195.24
KERFUFFLE,RB,ABT,D'Andre Swift,CHI,TBA,,-,,22,---,99%,56%,60,1,218.3,191.6,127.25
KERFUFFLE,WR,ABT,AJ Brown,PHI,TBA,,-,,5,---,100%,94%,74,1,253.6,233.7,184.47
KERFUFFLE,WR,ABT,Chris Olave,NO,TBA,,-,,14,---,97%,59%,45,1,201.3,183.2,161.2
KERFUFFLE,TE,ABT,Travis Kelce,KC,TBA,,-,,3,---,100%,94%,48,1,176.4,232.9,165.15
KERFUFFLE,WR,ABT,Zay Flowers,BAL,TBA,,-,,30,---,66%,38%,15,2,172,171.1,147.99
KERFUFFLE,WR,ABT,Tee Higgins,CIN,TBA,,-,,19,---,97%,50%,40,1,128.6,172.8,167.39
KERFUFFLE,QB,ABT,Russell Wilson,PIT,TBA,,-,,25,---,70%,20%,3,1,294.9,263.68,221.7
KERFUFFLE,DST,ABT,Cowboys,DAL,TBA,,-,,2,---,84%,57%,1,1,177,173,162.8
KERFUFFLE,RB,ABT,Dameon Pierce,HOU,TBA,,-,,---,---,81%,30%,5,1,80.9,131.6,41.61
KERFUFFLE,WR,ABT,Jahan Dotson,WAS,TBA,,-,,51,---,57%,7%,5,1,102.8,112.1,90.59
KERFUFFLE,WR,ABT,John Metchie,HOU,TBA,,-,,---,---,7%,1%,5,1,23.2,24.7,45.96
KERFUFFLE,WR,ABT,Curtis Samuel,BUF,TBA,,-,,59,---,42%,10%,1,1,125.2,97.7,100.14
KERFUFFLE,TE,ABT,Brock Bowers,LV,TBA,,-,,9,---,3%,1%,10,3,0,0,81.33
KERFUFFLE,QB,ABT,Jayden Daniels,WAS,TBA,,-,,13,---,3%,1%,45,3,0,0,302.5
KERFUFFLE,TE,ABT,Greg Dulcich,DEN,TBA,,-,,---,---,27%,3%,1,1,4.5,34.4,57.97
KERFUFFLE,WR,ABT,Adonai Mitchell,IND,TBA,,-,,---,---,2%,1%,5,3,0,0,96.52
KERFUFFLE,QB,ABT,Spencer Rattler,NO,TBA,,-,,---,---,2%,1%,3,3,0,0,13.53
KERFUFFLE,QB,CLC,Daniel Jones,NYG,TBA,,-,,29,---,24%,3%,65,2,71.96,192.26,248.13
KERFUFFLE,RB,CLC,James Cook,BUF,TBA,,-,,11,---,97%,60%,10,1,258.5,178.5,181.8
KERFUFFLE,RB,CLC,Antonio Gibson,NE,TBA,,-,,43,---,74%,15%,20,2,111.4,179.4,114.47
KERFUFFLE,WR,CLC,George Pickens,PIT,TBA,,-,,23,---,95%,47%,5,1,189,167.2,144.81
KERFUFFLE,WR,CLC,Amon-Ra St Brown,DET,TBA,,-,,6,---,100%,87%,40,2,288.9,234.7,213.3
KERFUFFLE,TE,CLC,Trey McBride,ARI,TBA,,-,,4,---,68%,47%,2,1,142.5,93.4,95.51
KERFUFFLE,RB,CLC,Roschon Johnson,CHI,TBA,,-,,60,---,61%,6%,5,2,90.1,86.2,72.41
KERFUFFLE,WR,CLC,Quentin Johnston,LAC,TBA,,-,,---,---,31%,7%,20,2,76,77.8,86.91
KERFUFFLE,TE,CLC,Luke Musgrave,GB,TBA,,-,,17,---,23%,3%,3,2,55.2,52.2,75.12
KERFUFFLE,DST,CLC,Lions,DET,TBA,,-,,13,---,42%,25%,1,1,120,107,145.7
KERFUFFLE,WR,CLC,Michael Gallup,LV,TBA,,-,,---,---,15%,2%,2,1,72.8,80.7,51.15
KERFUFFLE,WR,CLC,Javon Baker,NE,TBA,,-,,---,---,2%,1%,3,3,0,0,52.45
KERFUFFLE,RB,CLC,Jonathon Brooks,CAR,TBA,,-,,24,---,2%,1%,10,3,0,0,89.12
KERFUFFLE,WR,CLC,Malachi Corley,NYJ,TBA,,-,,---,---,2%,1%,3,3,0,0,62.67
KERFUFFLE,QB,CLC,Drake Maye,NE,TBA,,-,,30,---,2%,1%,30,23,0,0,118.93
KERFUFFLE,WR,CLC,Ricky Pearsall,SF,TBA,,-,,---,---,2%,1%,5,3,0,0,73.5
KERFUFFLE,WR,CLC,Ja'Lynn Polk,NE,TBA,,-,,---,---,2%,1%,3,3,0,0,66.07
KERFUFFLE,WR,CLC,Brian Thomas,JAC,TBA,,-,,46,---,2%,1%,10,3,0,0,121.26
KERFUFFLE,DST,CLC,Browns,CLE,TBA,,-,,4,---,78%,66%,5,1,150,118,157.9
KERFUFFLE,QB,CPC,Jalen Hurts,PHI,TBA,,-,,2,---,100%,95%,101,1,424.82,413.12,363.68
KERFUFFLE,RB,CPC,Josh Jacobs,GB,TBA,,-,,10,---,98%,51%,107,1,193.3,267.7,201.71
KERFUFFLE,RB,CPC,Jonathan Taylor,IND,TBA,,-,,4,---,100%,75%,70,1,184.4,261.5,229.07
KERFUFFLE,WR,CPC,Davante Adams,LV,TBA,,-,,13,---,100%,87%,75,2,221.4,274.4,150.23
KERFUFFLE,WR,CPC,DeVonta Smith,PHI,TBA,,-,,20,---,99%,68%,50,2,193.6,188.4,155.04
KERFUFFLE,TE,CPC,Ben Sinnott,WAS,TBA,,-,,22,---,2%,1%,5,3,0,0,73.12
KERFUFFLE,RB,CPC,De'Von Achane,MIA,TBA,,-,,20,---,90%,55%,10,2,203.7,195.9,217.34
KERFUFFLE,RB,CPC,Zamir White,LV,TBA,,-,,16,---,50%,30%,11,1,82.1,45.9,132.21
KERFUFFLE,WR,CPC,Romeo Doubs,GB,TBA,,-,,54,---,62%,28%,3,1,156.4,121.5,124.65
KERFUFFLE,DST,CPC,Texans,HOU,TBA,,-,,12,---,56%,39%,1,1,139,126,158.4
KERFUFFLE,WR,CPC,DJ Chark,LAC,TBA,,-,,---,---,20%,5%,3,1,102.5,71.8,100.63
KERFUFFLE,WR,CPC,Jalen McMillan,TB,TBA,,-,,---,---,2%,1%,3,3,0,0,45.65
KERFUFFLE,QB,CPC,Bo Nix,DEN,TBA,,-,,32,---,2%,1%,15,3,0,0,195.81
KERFUFFLE,DST,CPC,Dolphins,MIA,TBA,,-,,10,---,56%,31%,3,1,165,137,151.2
KERFUFFLE,QB,DDD,Kirk Cousins,ATL,TBA,,-,,17,---,43%,14%,2,1,156.34,252.26,278.66
KERFUFFLE,RB,DDD,Alvin Kamara,NO,TBA,,-,,18,---,98%,61%,63,1,224.1,228.6,197.47
KERFUFFLE,RB,DDD,Kenneth Walker,SEA,TBA,,-,,13,---,100%,58%,30,1,225.6,220.7,175.43
KERFUFFLE,WR,DDD,Keenan Allen,CHI,TBA,,-,,43,---,90%,19%,51,1,227.86,192.86,152.31
KERFUFFLE,WR,DDD,Tyreek Hill,MIA,TBA,,-,,2,---,100%,89%,74,1,342.8,302.5,221.62
KERFUFFLE,TE,DDD,Mark Andrews,BAL,TBA,,-,,2,---,75%,35%,37,1,117.4,186.1,159.74
KERFUFFLE,WR,DDD,Jayden Reed,GB,TBA,,-,,32,---,62%,35%,5,2,191.4,189.8,149.94
KERFUFFLE,RB,DDD,Brian Robinson,WAS,TBA,,-,,33,---,95%,20%,5,1,223.1,184.4,175.24
KERFUFFLE,QB,DDD,Jarrett Stidham,DEN,TBA,,-,,---,---,14%,5%,3,1,27.64,22.96,43.4
KERFUFFLE,DST,DDD,49ers,SF,TBA,,-,,3,---,78%,68%,5,3,148,137,141.8
KERFUFFLE,WR,DDD,Odell Beckham,MIA,TBA,,-,,---,---,53%,16%,1,1,99.5,68.7,91.71
KERFUFFLE,WR,DDD,Marvin Mims,DEN,TBA,,-,,---,---,18%,1%,5,2,55.1,54,59.66
KERFUFFLE,RB,DDD,Audric Estime,DEN,TBA,,-,,---,---,2%,1%,3,3,0,0,57.92
KERFUFFLE,RB,DDD,Jerome Ford,CLE,TBA,,-,,40,---,65%,34%,1,1,216.4,102.7,116.63
KERFUFFLE,QB,DDD,Taysom Hill,NO,TBA,,-,,26,---,69%,26%,7,1,147.62,148.58,127.27
KERFUFFLE,WR,DDD,Xavier Legette,CAR,TBA,,-,,---,---,2%,1%,5,3,0,0,73.49
KERFUFFLE,QB,LBC,Patrick Mahomes,KC,TBA,,-,,1,---,100%,90%,101,1,307.72,382.42,328.65
KERFUFFLE,RB,LBC,Rhamondre Stevenson,NE,TBA,,-,,23,---,89%,30%,30,2,151.7,171.2,130.91
KERFUFFLE,RB,LBC,Rachaad White,TB,TBA,,-,,14,---,98%,71%,5,1,272.9,199.9,187.88
KERFUFFLE,WR,LBC,Ja'Marr Chase,CIN,TBA,,-,,4,---,100%,76%,60,2,226.8,242.5,194.49
KERFUFFLE,WR,LBC,Drake London,ATL,TBA,,-,,16,---,92%,37%,35,1,150.38,153.32,131.85
KERFUFFLE,TE,LBC,Dalton Kincaid,BUF,TBA,,-,,5,---,69%,34%,5,2,106.3,106.2,85.03
KERFUFFLE,WR,LBC,Tank Dell,HOU,TBA,,-,,21,---,41%,7%,3,2,155.4,148.9,180.65
KERFUFFLE,WR,LBC,Jaylen Waddle,MIA,TBA,,-,,17,---,97%,52%,50,2,174.8,205.3,149.27
KERFUFFLE,QB,LBC,Trevor Lawrence,JAC,TBA,,-,,16,---,76%,22%,70,2,285.54,275,294.55
KERFUFFLE,RB,LBC,Blake Corum,LAR,TBA,,-,,42,---,3%,1%,5,3,0,0,87.42
KERFUFFLE,RB,LBC,Elijah Mitchell,SF,TBA,,-,,48,---,57%,5%,1,1,58.2,95,60.81
KERFUFFLE,WR,LBC,Marquise Brown,KC,TBA,,-,,42,---,76%,10%,3,3,117.3,135.7,174.32
KERFUFFLE,WR,LBC,Demario Douglas,NE,TBA,,-,,---,---,41%,15%,4,1,86.2,83.6,103.09
KERFUFFLE,WR,LBC,Jalin Hyatt,NYG,TBA,,-,,---,---,17%,2%,1,1,48.3,46.7,63.05
KERFUFFLE,WR,LBC,Michael Thomas,NO,TBA,,-,,---,---,30%,2%,1,1,71.8,56.5,19.72
KERFUFFLE,WR,LBC,Roman Wilson,PIT,TBA,,-,,53,---,2%,1%,3,3,0,0,87.1
KERFUFFLE,QB,LC,Bryce Young,CAR,TBA,,-,,27,---,35%,8%,35,2,174.38,172.56,200.42
KERFUFFLE,RB,LC,JK Dobbins,LAC,TBA,,-,,45,---,51%,19%,60,1,10.7,52.2,181.55
KERFUFFLE,RB,LC,Aaron Jones,MIN,TBA,,-,,29,---,99%,64%,80,1,152.3,213.8,183.77
KERFUFFLE,WR,LC,Michael Pittman,IND,TBA,,-,,24,---,67%,48%,40,1,194.2,192.2,138.56
KERFUFFLE,WR,LC,Calvin Ridley,TEN,TBA,,-,,25,---,99%,55%,15,2,207.5,80.4,121.32
KERFUFFLE,TE,LC,Jake Ferguson,DAL,TBA,,-,,11,---,64%,45%,3,1,146.1,93.9,118.71
KERFUFFLE,RB,LC,Ezekiel Elliott,DAL,TBA,,-,,38,---,64%,40%,5,1,167.5,219.52,134.47
KERFUFFLE,WR,LC,Christian Watson,GB,TBA,,-,,37,---,90%,22%,15,1,94.8,119.3,130.87
KERFUFFLE,WR,LC,Jameson Williams,DET,TBA,,-,,55,---,36%,7%,40,1,71.3,38.4,113.45
KERFUFFLE,DST,LC,Packers,GB,TBA,,-,,24,---,47%,28%,1,1,116,118,142.2
KERFUFFLE,RB,LC,Rico Dowdle,DAL,TBA,,-,,51,---,28%,3%,5,1,97.8,41.6,80.93
KERFUFFLE,RB,LC,Clyde Edwards-Helaire,KC,TBA,,-,,---,---,56%,11%,6,1,72.1,96.8,86.67
KERFUFFLE,TE,LC,Michael Mayer,LV,TBA,,-,,31,---,28%,6%,5,2,63.4,60.8,60.6
KERFUFFLE,WR,LC,Jaxon Smith-Njigba,SEA,TBA,,-,,48,---,58%,22%,25,2,115.8,114.2,102.47
KERFUFFLE,RB,LC,Kareem Hunt,CLE,TBA,,-,,---,---,52%,10%,8,1,146.5,127.8,30.01
KERFUFFLE,RB,LC,MarShawn Lloyd,GB,TBA,,-,,54,---,2%,1%,5,3,0,0,64.92
KERFUFFLE,QB,LC,JJ McCarthy,MIN,TBA,,-,,22,---,2%,1%,35,3,0,0,206.11
KERFUFFLE,QB,LC,Michael Penix,ATL,TBA,,-,,---,---,2%,1%,3,3,0,0,13.53
KERFUFFLE,QB,MB,Tua Tagovailoa,MIA,TBA,,-,,12,---,70%,41%,70,1,275.86,228.44,262.1
KERFUFFLE,RB,MB,Saquon Barkley,PHI,TBA,,-,,7,---,100%,90%,104,1,249.7,227.4,266.58
KERFUFFLE,RB,MB,Kendre Miller,NO,TBA,,-,,55,---,21%,1%,5,2,48.4,40.8,47.81
KERFUFFLE,WR,MB,DJ Moore,CHI,TBA,,-,,22,---,99%,72%,46,2,255.5,210.6,208.94
KERFUFFLE,WR,MB,Garrett Wilson,NYJ,TBA,,-,,7,---,99%,68%,25,1,167.1,182.4,162.21
KERFUFFLE,WR,MB,Rashee Rice,KC,TBA,,-,,34,---,66%,49%,3,2,177.8,176.8,49.08
KERFUFFLE,WR,MB,Rashid Shaheed,NO,TBA,,-,,---,---,45%,13%,6,1,131.6,110.7,132.31
KERFUFFLE,WR,MB,Adam Thielen,CAR,TBA,,-,,60,---,63%,32%,11,1,184,174.9,101.45
KERFUFFLE,DST,MB,Broncos,DEN,TBA,,-,,23,---,62%,43%,2,1,137,111,132.3
KERFUFFLE,WR,MB,Rondale Moore,ATL,TBA,,-,,---,---,17%,2%,6,1,87.4,68.8,81.98
KERFUFFLE,WR,MB,Michael Wilson,ARI,TBA,,-,,---,---,20%,3%,3,2,105.5,102.7,94.74
KERFUFFLE,WR,MB,Jermaine Burton,CIN,TBA,,-,,---,---,2%,1%,3,3,0,0,90.02
KERFUFFLE,QB,MB,Caleb Williams,CHI,TBA,,-,,14,---,3%,1%,50,3,0,0,287.12
KERFUFFLE,DST,MB,Ravens,BAL,TBA,,-,,1,---,77%,47%,1,1,173,123,160.2
KERFUFFLE,QB,NBB,Justin Herbert,LAC,TBA,,-,,15,---,71%,31%,70,1,250.66,315.92,291.43
KERFUFFLE,RB,NBB,Travis Etienne,JAC,TBA,,-,,8,---,99%,76%,60,2,300.4,264.5,200.93
KERFUFFLE,RB,NBB,Damien Harris,BUF,TBA,,-,,---,---,37%,2%,1,1,26,117.4,0
KERFUFFLE,WR,NBB,Jordan Addison,MIN,TBA,,-,,38,---,81%,35%,15,2,189.3,191.4,139.16
KERFUFFLE,WR,NBB,Puka Nacua,LAR,TBA,,-,,8,---,68%,58%,1,3,266.5,266.1,194.6
KERFUFFLE,TE,NBB,Tucker Kraft,GB,TBA,,-,,---,---,28%,16%,2,1,65.5,64,53.8
KERFUFFLE,RB,NBB,Zack Moss,CIN,TBA,,-,,27,---,59%,21%,15,1,195.6,119.9,147.29
KERFUFFLE,WR,NBB,Josh Reynolds,DEN,TBA,,-,,---,---,27%,5%,1,1,120.8,91.4,84.26
KERFUFFLE,WR,NBB,Christian Kirk,JAC,TBA,,-,,29,---,65%,8%,36,1,127.3,170,134.09
KERFUFFLE,DST,NBB,Eagles,PHI,TBA,,-,,6,---,100%,79%,5,1,121,125,152.2
KERFUFFLE,RB,NBB,Jordan Mason,SF,TBA,,-,,---,---,14%,3%,1,1,55.7,49.4,30.6
KERFUFFLE,WR,NBB,Jalen Guyton,LV,TBA,,-,,---,---,3%,1%,1,1,20.9,33.7,21.43
KERFUFFLE,WR,NBB,Parker Washington,JAC,TBA,,-,,---,---,10%,2%,1,1,28.2,24.3,19.94
KERFUFFLE,TE,NBB,Gerald Everett,CHI,TBA,,-,,32,---,49%,19%,1,1,85.1,99.5,76.64
KERFUFFLE,TE,NBB,Tanner Hudson,CIN,TBA,,-,,---,---,9%,3%,1,1,62.2,22.7,16.62
KERFUFFLE,RB,NBB,Ray Davis,BUF,TBA,,-,,56,---,2%,1%,5,3,0,0,25.61
KERFUFFLE,RB,NBB,Kimani Vidal,LAC,TBA,,-,,57,---,2%,1%,3,3,0,0,20.91
KERFUFFLE,RB,NBB,Jaylen Wright,MIA,TBA,,-,,49,---,2%,1%,5,3,0,0,20.9
KERFUFFLE,QB,PCP,Matthew Stafford,LAR,TBA,,-,,21,---,66%,35%,101,1,247.9,226.12,255.37
KERFUFFLE,RB,PCP,Najee Harris,PIT,TBA,,-,,21,---,98%,56%,70,2,225.5,260.62,164.23
KERFUFFLE,RB,PCP,Bijan Robinson,ATL,TBA,,-,,3,---,100%,92%,50,2,262.3,260.5,230.33
KERFUFFLE,WR,PCP,Gabe Davis,JAC,TBA,,-,,---,---,63%,24%,25,1,150.6,143.4,106.5
KERFUFFLE,WR,PCP,Chris Godwin,TB,TBA,,-,,35,---,84%,44%,49,2,182.2,187.3,132.24
KERFUFFLE,TE,PCP,Cole Kmet,CHI,TBA,,-,,16,---,75%,36%,3,2,146.1,120.5,139.16
KERFUFFLE,WR,PCP,Kendrick Bourne,NE,TBA,,-,,---,---,10%,1%,10,1,79,99.34,117
KERFUFFLE,RB,PCP,Tony Pollard,TEN,TBA,,-,,19,---,100%,86%,31,1,235.7,226.2,148.81
KERFUFFLE,QB,PCP,Jake Browning,CIN,TBA,,-,,---,---,52%,23%,10,1,156.24,47.6,13.14
KERFUFFLE,DST,PCP,Chiefs,KC,TBA,,-,,9,---,72%,54%,1,1,126,123,143.5
KERFUFFLE,QB,PCP,Hendon Hooker,DET,TBA,,-,,---,---,7%,1%,5,2,0,0,0
KERFUFFLE,WR,PCP,Jonathan Mingo,CAR,TBA,,-,,---,---,25%,4%,10,2,56.8,54.6,61.37
KERFUFFLE,QB,PP,Joe Burrow,CIN,TBA,,-,,6,---,66%,33%,70,1,156.46,280.88,300.06
KERFUFFLE,RB,PP,Breece Hall,NYJ,TBA,,-,,2,---,100%,82%,50,1,282.5,190.2,272.86
KERFUFFLE,RB,PP,Derrick Henry,BAL,TBA,,-,,12,---,100%,90%,95,1,289.06,284.64,237.51
KERFUFFLE,WR,PP,Justin Jefferson,MIN,TBA,,-,,3,---,100%,95%,40,1,186.4,269.82,196.6
KERFUFFLE,WR,PP,Elijah Moore,CLE,TBA,,-,,---,---,40%,11%,2,1,106.2,99.3,77.89
KERFUFFLE,TE,PP,Pat Freiermuth,PIT,TBA,,-,,15,---,72%,24%,5,2,61.8,105.1,82.84
KERFUFFLE,WR,PP,Treylon Burks,TEN,TBA,,-,,---,---,34%,4%,20,1,32.2,47.2,59.95
KERFUFFLE,WR,PP,Wan'Dale Robinson,NYG,TBA,,-,,---,---,20%,5%,1,1,106.2,65.2,104.31
KERFUFFLE,QB,PP,Will Levis,TEN,TBA,,-,,23,---,33%,7%,5,2,109.32,102.58,211.57
KERFUFFLE,DST,PP,Rams,LAR,TBA,,-,,25,---,56%,40%,3,1,99,114,128
KERFUFFLE,QB,PP,Joe Flacco,IND,TBA,,-,,---,---,34%,14%,2,1,104.04,55.44,35.17
KERFUFFLE,RB,PP,Israel Abanikanda,NYJ,TBA,,-,,---,---,32%,2%,1,1,14.4,7.6,12.5
KERFUFFLE,RB,PP,Tyler Allgeier,ATL,TBA,,-,,52,---,64%,7%,5,1,165.9,183.3,128.45
KERFUFFLE,RB,PP,Ty Chandler,MIN,TBA,,-,,50,---,63%,29%,1,1,107,51.7,98.61
KERFUFFLE,RB,PP,Zach Charbonnet,SEA,TBA,,-,,41,---,79%,11%,10,2,112.6,110.6,71.21
KERFUFFLE,RB,PP,Evan Hull,IND,TBA,,-,,---,---,6%,1%,1,1,0.7,0,22.4
KERFUFFLE,TE,PP,Chigoziem Okonkwo,TEN,TBA,,-,,23,---,50%,21%,1,1,85.4,86.9,70.68
KERFUFFLE,RB,PP,Braelon Allen,NYJ,TBA,,-,,59,---,2%,1%,3,3,0,0,85.92
KERFUFFLE,WR,PP,Keon Coleman,BUF,TBA,,-,,45,---,2%,1%,5,3,0,0,104.24
KERFUFFLE,WR,PP,Troy Franklin,DEN,TBA,,-,,57,---,2%,1%,5,3,0,0,50.77
KERFUFFLE,WR,PP,Malik Nabers,NYG,TBA,,-,,33,---,3%,1%,25,3,0,0,126.36
KERFUFFLE,WR,PP,Xavier Worthy,KC,TBA,,-,,44,---,3%,1%,15,3,0,0,128.98
KERFUFFLE,QB,RR,Anthony Richardson,IND,TBA,,-,,9,---,38%,6%,40,2,80.68,75.38,251.9
KERFUFFLE,RB,RR,Trey Benson,ARI,TBA,,-,,34,---,3%,1%,5,3,0,0,108.92
KERFUFFLE,RB,RR,Javonte Williams,DEN,TBA,,-,,26,---,97%,41%,50,2,184.4,142.4,134.36
KERFUFFLE,WR,RR,Brandon Aiyuk,SF,TBA,,-,,12,---,81%,60%,39,1,235.2,196.7,168.53
KERFUFFLE,WR,RR,Terry McLaurin,WAS,TBA,,-,,31,---,80%,28%,67,3,177.2,191.4,146.58
KERFUFFLE,TE,RR,Kyle Pitts,ATL,TBA,,-,,6,---,83%,40%,30,2,119.7,111.6,116.85
KERFUFFLE,WR,RR,Marvin Harrison,ARI,TBA,,-,,10,---,3%,2%,45,3,0,0,158.52
KERFUFFLE,WR,RR,Jakobi Meyers,LV,TBA,,-,,52,---,67%,30%,3,1,196.58,168.18,122.9
KERFUFFLE,WR,RR,Mike Williams,NYJ,TBA,,-,,58,---,23%,3%,48,1,40.2,136.2,121.84
KERFUFFLE,DST,RR,Bears,CHI,TBA,,-,,20,---,58%,48%,1,1,133,107,118.4
KERFUFFLE,RB,RR,Tank Bigsby,JAC,TBA,,-,,---,---,22%,1%,5,2,34,35.4,46.8
KERFUFFLE,RB,RR,Jerick McKinnon,KC,TBA,,-,,---,---,30%,3%,2,3,76.76,95.24,19.34
KERFUFFLE,RB,RR,Tyjae Spears,TEN,TBA,,-,,36,---,57%,11%,3,2,142.8,140.6,113.84
KERFUFFLE,WR,RR,Khalil Shakir,BUF,TBA,,-,,50,---,20%,4%,15,1,101.1,69.7,108.24
KERFUFFLE,TE,RR,Darnell Washington,PIT,TBA,,-,,---,---,4%,1%,1,1,10.1,10.6,15.21
KERFUFFLE,WR,RR,Josh Downs,IND,TBA,,-,,---,---,49%,12%,5,2,119.1,118.5,87.8
KERFUFFLE,RB,RR,Bucky Irving,TB,TBA,,-,,53,---,2%,1%,3,3,0,0,94.04
KERFUFFLE,WR,RR,Ladd McConkey,LAC,TBA,,-,,40,---,2%,1%,5,3,0,0,105.03
KERFUFFLE,WR,RR,Rome Odunze,CHI,TBA,,-,,47,---,3%,1%,20,3,0,0,112.65
KERFUFFLE,QB,SBS,Lamar Jackson,BAL,TBA,,-,,4,---,95%,73%,101,1,379.22,307.6,325.5
KERFUFFLE,RB,SBS,Raheem Mostert,MIA,TBA,,-,,30,---,82%,32%,9,1,307.7,162.9,195.18
KERFUFFLE,RB,SBS,Kyren Williams,LAR,TBA,,-,,6,---,67%,57%,17,1,294.1,158,228.9
KERFUFFLE,WR,SBS,Mike Evans,TB,TBA,,-,,11,---,93%,68%,31,1,257.5,236.9,180.12
KERFUFFLE,WR,SBS,CeeDee Lamb,DAL,TBA,,-,,1,---,100%,93%,50,1,354.2,276.3,230.3
KERFUFFLE,TE,SBS,Sam LaPorta,DET,TBA,,-,,1,---,72%,63%,5,2,201.3,203.7,153.6
KERFUFFLE,WR,SBS,Nico Collins,HOU,TBA,,-,,15,---,68%,48%,30,2,233.4,129,191.88
KERFUFFLE,WR,SBS,Cooper Kupp,LAR,TBA,,-,,18,---,99%,87%,88,1,138.7,228.2,162.03
KERFUFFLE,QB,SBS,CJ Stroud,HOU,TBA,,-,,5,---,68%,33%,30,3,293.12,290.48,300.85
KERFUFFLE,DST,SBS,Bills,BUF,TBA,,-,,7,---,67%,46%,1,1,159,141,162.6
KERFUFFLE,QB,SBS,Jared Goff,DET,TBA,,-,,18,---,86%,47%,59,2,294.8,263.8,302.49
KERFUFFLE,RB,SBS,Chase Brown,CIN,TBA,,-,,39,---,37%,6%,3,2,49.8,43,141.19
KERFUFFLE,RB,SBS,Keaton Mitchell,BAL,TBA,,-,,46,---,47%,10%,13,1,85.3,77.4,74.51
KERFUFFLE,RB,SBS,Devin Singletary,NYG,TBA,,-,,32,---,69%,28%,1,1,184.34,197.02,130.01
KERFUFFLE,WR,SBS,Diontae Johnson,CAR,TBA,,-,,39,---,68%,30%,50,1,139.7,165.8,131.44
KERFUFFLE,WR,SBS,Trey Palmer,TB,TBA,,-,,---,---,8%,1%,1,1,74.7,75.7,59.5
KERFUFFLE,WR,SBS,Alec Pierce,IND,TBA,,-,,---,---,10%,2%,3,1,87.4,92.4,65.68